,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
405,0.591,0.939,-4.911,0.0533,0.000156,0.0111,0.0882,0.856,150.249,200400,3,6U5hUX40OWY6l0HaPUWElZ
406,0.545,0.873,-5.193,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,208973,3,2Uf9WTBWMA8S9Lh3k3Rui6
407,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,0,3DQVgcqaP3iSMbaKsd57l5
408,0.624,0.91,-5.703,0.0297,0.0285,0.000198,0.0789,0.767,104.042,193051,3,7kzKAuUzOITUauHAhoMoxA
409,0.37,0.941,-4.783,0.0602,5.26e-05,0.675,0.0732,0.382,120.501,251547,4,2urZOEgVXM7rj59Ui0FuNn
410,0.446,0.91,-4.481,0.0652,0.000254,9.76e-05,0.077,0.325,133.053,236887,4,1B241LRKmK6qDDTZfUajmm
411,0.41,0.803,-5.363,0.0623,0.239,0.0,0.103,0.814,153.315,169307,3,5xoUgPXbMNUmoHU0Enwtwq
412,0.596,0.894,-5.407,0.0265,0.00878,0.00659,0.104,0.572,132.994,260387,3,36PQh1G6h7n9VWB799fXpI
413,0.395,0.979,-3.241,0.0766,0.0243,0.0,0.12,0.41,158.842,233187,4,75D3n6wnFQmu1HVmLAlWM4
414,0.579,0.917,-5.4,0.048,0.0306,0.000579,0.143,0.387,121.989,190867,3,11EOvxJRG665bwRU0z6YVa
415,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,0,0hDQV9X1Da5JrwhK8gu86p
416,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,0,1jJci4qxiYcOHhQR247rEU
417,0.654,0.828,-5.377,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,3,2x8evxqUlF0eRabbW2JBJd
418,0.585,0.717,-8.379,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984,0,7uMZy0bALAdneerERyr7Ks
419,0.526,0.723,-5.59,0.0294,0.3,0.00698,0.058,0.744,159.685,246213,3,04uR2cdkgiaLIzebPcs25m
420,0.555,0.881,-2.332,0.0332,0.0598,0.628,0.369,0.676,118.671,247907,0,74tnaKUsXIXeY3ryb9pfjG
421,0.471,0.75,-4.864,0.196,3.13e-05,0.103,0.271,0.652,162.944,175907,1,4N90LxX3kWhJucPQ484Qy9
422,0.452,0.805,-4.368,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,246120,3,6gaWfLDoeG1eoiDAVBN4i8
423,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,3,086myS9r57YsLbJpU0TgK9
424,0.211,0.849,-3.994,0.116,0.00605,0.000436,0.263,0.59,175.616,180267,0,4KspXoCVJXGY1VrvEe1Hdm
425,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,165120,0,6BqWhxll86CGGE6WxgdRqG
426,0.231,0.919,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,300720,4,78tgXRq9Q6tPNP9hKCpgwB
427,0.659,0.591,-6.713,0.0313,0.441,0.000861,0.0862,0.707,121.14,245640,3,73M2Vb5MfZh8iGKudkMtlw
428,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,202133,4,2zzLRQ78kKfPTx8FJQCdC2
429,0.647,0.532,-5.464,0.0282,0.0112,0.000271,0.1,0.621,96.979,187720,3,5cIWkWH6xVdEllQ9ksuu2E
430,0.421,0.95,-4.603,0.0662,0.00145,1.1e-05,0.245,0.472,160.02,192120,0,7MfNoHB8JRNbSQ8P3eAfMQ
431,0.509,0.922,-2.823,0.031,0.0219,0.00117,0.496,0.645,92.5,218787,0,3IXRdLsQib8m0hBbQpe7T8
432,0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693,3,4dyx5SzxPPaD8xQIid5Wjj
433,0.699,0.6,-6.328,0.134,0.00231,0.00963,0.114,0.586,142.037,148092,3,7lnXzMcgaK7CnzaQ7wj6k0
434,0.637,0.963,-5.116,0.0882,0.000286,0.000889,0.0449,0.823,150.1,165000,3,5kxVyCgEUND7E2QKG7JmoF
435,0.574,0.807,-5.319,0.0348,0.00117,0.0,0.127,0.656,134.972,183852,3,3lHh76erVVIK364LN7KBRr
436,0.601,0.37,-10.543,0.0343,0.834,5.93e-05,0.112,0.455,121.934,233499,3,3B4eW2VXGdOdsbTyfF5oDE
437,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,182888,3,2L9N0zZnd37dwF0clgxMGI
438,0.733,0.721,-9.131,0.128,0.0135,0.00103,0.125,0.602,144.975,137187,3,2hGchv7KYaINz9Z1qzufNm
439,0.698,0.635,-9.093,0.0411,0.0766,0.00303,0.0983,0.273,105.995,212065,3,5je2hi3IPkN0DnDKYpZWds
440,0.656,0.838,-8.407,0.041,0.25,0.00281,0.207,0.74,132.981,131253,3,3NanY0K4okhIQzL33U5Ad8
441,0.651,0.508,-6.543,0.0324,0.428,1.22e-06,0.113,0.548,100.085,187100,3,4whpHwKr9rH2MTFzXk7mkW
442,0.392,0.541,-8.68,0.0641,0.102,1.02e-05,0.288,0.447,181.866,306656,4,3PzeZR8CqtwXmSn5AVao7J
443,0.617,0.901,-2.863,0.043,0.237,9.04e-05,0.55,0.617,100.012,155998,0,4lAasiKJZR4CkDygazvpvB
444,0.601,0.876,-2.75,0.0661,0.141,0.000919,0.13,0.622,129.996,179006,3,6DcI73tbK4PoyI3GGV4zZS
445,0.329,0.444,-9.973,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4,1170VohRSx6GwE6QDCHPPH
446,0.492,0.807,-3.677,0.0854,0.205,0.00275,0.384,0.477,107.087,229805,0,6luBKkFUt5wTwz7hpLhp12
447,0.669,0.52,-9.599,0.032,0.198,0.0947,0.26,0.636,142.512,189284,3,1Gvnzb3F9LghE6vaPC1qhI
448,0.471,0.773,-6.862,0.0478,0.142,0.289,0.224,0.527,166.945,203876,4,1PZhJNvdDjpsjZWrkfgff4
449,0.612,0.598,-8.005,0.056,0.135,0.00423,0.106,0.186,179.965,173333,4,1WdudtCCuMjsLNGgZwR1gd
450,0.533,0.74,-5.767,0.0359,0.089,2.95e-06,0.337,0.465,89.934,185040,0,2e2AXpIiJpet5b4qg85Gh6
451,0.312,0.966,-1.431,0.123,0.0846,7.83e-06,0.235,0.454,89.514,198027,0,6cJSXxvl9l94huIUIqsEQo
452,0.51,0.934,-6.383,0.0406,0.218,0.00567,0.0747,0.74,156.861,240000,3,0Mrm083tqUaTGUkiluSORf
453,0.646,0.85,-5.466,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,212568,3,14dJexYlvd3t3XAtD1pYW1
454,0.664,0.5,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,182347,3,0GNVXNz7Jkicfk2mp5OyG5
455,0.548,0.456,-5.979,0.0703,0.813,0.00464,0.122,0.53,173.839,209188,3,31Wlc9ZnraX3JxrvMg9e8H
456,0.765,0.582,-4.528,0.12,0.245,8.21e-05,0.154,0.36,132.992,171280,3,0PLhwCmQ7cC3ThRGPn3HxF
457,0.404,0.268,-9.631,0.0341,0.583,0.0,0.102,0.124,134.587,268433,4,4WjxtORnwPavm5PDsAWJEc
458,0.54,0.11,-19.885,0.0328,0.498,0.000614,0.0781,0.172,76.068,290132,2,7LNm1oWd6PniO9wRYpNY5o
459,0.58,0.788,-4.714,0.259,0.0123,1.84e-05,0.368,0.72,148.992,182426,1,7tLTxOJY6cjQz4aJYMs8Nu
460,0.751,0.595,-6.422,0.0274,0.209,0.00268,0.0881,0.713,92.999,160493,3,12UQIJePnGeLmpVReYpG2w
461,0.638,0.404,-8.31,0.0292,0.407,7.64e-06,0.0961,0.406,115.007,206893,3,40GNYv0ldvcenD3hxFp1Kn
462,0.522,0.957,-4.924,0.0687,0.0515,0.0014,0.144,0.917,170.91,178618,3,0eNfURq0r0oNSwFyw1VuVT
463,0.686,0.682,-7.656,0.0459,0.0443,0.0131,0.43,0.854,84.985,192000,0,0T7aTl1t15HKHfwep4nANV
464,0.553,0.71,-6.657,0.0424,0.0118,0.00111,0.149,0.262,83.026,227374,3,7GtOjSSp5Qyi3gNbNDZgja
465,0.643,0.687,-5.265,0.0436,0.00312,3.43e-06,0.0714,0.208,121.975,217126,3,56kItkqB3oSsLrXK4p3ja4
466,0.763,0.777,-4.404,0.0541,0.0203,1.65e-06,0.0534,0.841,114.989,232267,3,55RszydvrfNlZ2BQdF1c4q
467,0.753,0.266,-11.453,0.0478,0.759,0.0,0.11,0.321,142.026,235035,3,1WThEmIxSyaqG6fVsyCmcL
468,0.692,0.627,-6.104,0.0564,0.0836,9.38e-05,0.198,0.36,118.0,232625,3,4bp2wYweUPvsBrQfntdYcr
469,0.595,0.891,-3.928,0.0353,0.319,0.0987,0.327,0.539,95.013,211783,0,3lNBpsW30g2xSngVw2l1U7
470,0.668,0.902,-3.924,0.0386,0.169,8.74e-05,0.198,0.913,119.008,262624,3,0uBdQzKghx88d2Lp8SLFKJ
471,0.795,0.584,-5.758,0.0396,0.172,2.99e-05,0.103,0.785,127.05,146274,3,0ZpHuEhi1CvOJgrqOSy8mv
472,0.657,0.657,-5.707,0.0478,0.64,0.0,0.287,0.375,130.002,188308,3,4Z3Mmn6cIeuKprHQyyAbXQ
473,0.658,0.408,-9.798,0.0287,0.0674,1.97e-05,0.105,0.201,112.97,176547,3,4tpguuBe7cTThXmDCYSJZq
474,0.657,0.655,-6.38,0.0348,0.0323,4.95e-05,0.197,0.63,133.012,266400,3,77Gdk4vNjXNxQ3fTBu3Nbq
475,0.706,0.617,-9.362,0.0392,0.106,0.000415,0.113,0.247,99.995,216375,3,4Q5LWPIKCuV6LRdDeqOYM7
476,0.647,0.591,-7.09,0.0304,0.0456,0.0108,0.143,0.512,127.999,176001,3,2A6wArvnvzSSSrAtTgQL4x
477,0.551,0.865,-4.616,0.0406,0.000668,0.0,0.108,0.702,140.036,193836,3,7uTqmYA0sSjmDVpQNGDz7j
478,0.762,0.564,-6.504,0.0353,0.137,0.00229,0.291,0.485,106.015,221092,3,11xCgS8k2RSzgngwkOqJV6
479,0.58,0.895,-5.224,0.0396,0.099,0.0117,0.0911,0.356,116.953,207813,3,1SldN7GTd0ADTjspv96wCl
480,0.67,0.624,-7.68,0.0294,0.116,0.00366,0.131,0.407,129.987,247375,3,6GqesoY3jZD9BqT1v4UEmk
481,0.677,0.428,-8.026,0.111,0.296,0.0,0.0728,0.504,103.522,179280,3,26NhDr8bfNqIkmkFCoFdeI
482,0.641,0.773,-5.182,0.0676,0.00169,0.000189,0.115,0.555,114.677,213025,3,0MtRE3z0MqQp9ZgYVW9s8u
483,0.552,0.653,-8.632,0.0523,0.29,0.00124,0.247,0.647,119.672,173320,3,4E3JYij2hnEDDP0Rgwikq6
484,0.852,0.376,-10.434,0.0485,0.408,0.452,0.0956,0.484,114.999,187072,3,5vbnQr1tWSSREmcIONIUm9
485,0.687,0.768,-5.898,0.215,0.685,0.000202,0.0904,0.519,159.009,167842,1,2pCR7dwwRpeAAnpUr1Ekwz
486,0.514,0.744,-5.507,0.0725,0.0499,2.7e-05,0.0939,0.618,170.06,266912,4,7kqwuYDC4u3vgN1xevrmGp
487,0.69,0.728,-5.684,0.0323,0.0173,0.00132,0.175,0.658,117.013,235280,3,181PmaC6c39r59gfhDGKdh
488,0.625,0.813,-7.734,0.0304,0.148,0.00232,0.114,0.393,94.009,214320,3,1NtoOI83OIXz4NXPj2VaKV
489,0.751,0.576,-8.055,0.0415,0.227,9.99e-05,0.0966,0.801,105.013,221493,3,3se5Q9CtQLv26cFWYOcExQ
490,0.63,0.468,-7.887,0.0485,0.365,0.00163,0.0994,0.648,172.118,170488,3,2IKix80lBA5ppm6096p5U7
491,0.539,0.709,-6.687,0.0321,0.154,0.0666,0.161,0.41,163.944,166303,4,2TaCG1ArsxRsUyZhqy5jei
492,0.824,0.618,-5.435,0.0656,0.0132,0.0,0.0872,0.676,120.028,243236,3,7uvxkcv7FWVh4wE91I8Bi2
493,0.654,0.772,-6.658,0.0643,0.164,0.00399,0.1,0.548,160.067,183114,3,1JNVs1DgzDKcL83wiXjQMv
494,0.407,0.258,-7.307,0.0305,0.894,0.0,0.0739,0.285,135.247,222651,2,7N1tjTxJe6k5wakOqpNbCj
495,0.844,0.421,-6.421,0.11,0.718,0.000303,0.134,0.741,140.064,207685,3,4Xl7ibqczUliZV3RNOnBzq
496,0.707,0.86,-5.69,0.0408,0.121,0.0,0.255,0.861,102.969,190933,3,41aABK6UlttIeeGplvwW5t
497,0.644,0.689,-5.977,0.0344,0.152,0.0,0.119,0.687,120.005,167290,3,09IAjxegM08998hgb6ZScZ
498,0.642,0.609,-5.929,0.0293,0.0116,0.00237,0.11,0.284,100.062,164197,3,7JrYr89YEIGwWqiEFUlSvj
499,0.706,0.751,-5.801,0.0829,0.114,0.0,0.0833,0.788,172.027,150707,3,3rgnM3MBkpsuVeSwmtXYia
500,0.702,0.826,-5.588,0.078,0.000416,0.596,0.0333,0.977,150.018,151267,3,2JLjlI1OGUSHL32Ex733IB
501,0.616,0.709,-6.819,0.0738,0.673,0.00198,0.0657,0.907,162.042,187850,3,79oft65PDY4LL7MoLQ6Nxp
502,0.653,0.758,-5.916,0.0995,0.00244,1.63e-05,0.129,0.228,115.998,268993,3,5vYaBqOAT6JpZlAD3gO1AO
503,0.662,0.6,-7.038,0.026,0.483,0.00741,0.174,0.445,107.952,156142,3,7BvU5P5RgbZ12LJdpF4iPK
504,0.612,0.684,-6.801,0.0316,0.384,0.0235,0.213,0.697,140.985,163051,3,1WcVAZYGMKdd2cqeDpuDGI
505,0.514,0.305,-11.26,0.031,0.747,1.58e-05,0.165,0.336,49.534,152141,2,3X3cftpXwcSXQM4fC5ihdo
506,0.657,0.737,-8.028,0.0574,0.0201,0.0,0.179,0.768,153.045,133000,3,4DdNJPSeSHacmc04nlvwx1
507,0.813,0.541,-10.949,0.059,0.301,0.000416,0.0668,0.235,129.956,186644,3,0BwDF0PRX9skmZ0BUWmLOF
508,0.657,0.689,-6.053,0.0812,0.00482,0.0,0.0692,0.438,104.963,199042,3,3wrgRknQKf58IIEbV4flhx
509,0.655,0.543,-10.159,0.0822,0.449,0.00486,0.098,0.337,135.97,189561,3,2NrgoKvt52oUq4qufUAoMh
510,0.785,0.572,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,235284,3,7mWFF4gPADjTQjC97CgFVt
511,0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,3,5fwSHlTEWpluwOM0Sxnh5k
512,0.789,0.694,-5.781,0.0729,0.0982,0.0,0.0962,0.549,96.035,341875,3,5QXQy0f2q8wJNpPwJtjifx
513,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,3,6Sq7ltF9Qa7SNFBsV5Cogx
514,0.327,0.941,-3.294,0.353,0.0231,0.0,0.0636,0.707,129.738,199236,1,6ku3i5WNrsY3qhOq6ua9TL
515,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,3,5w9c2J52mkdntKOmRLeM2m
516,0.816,0.538,-6.354,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,3,3gE4eQH3K83Sght0ZLvuBK
517,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,1,0KoiMHhqKLoL4xM54rcWYY
518,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,1,2TH65lNHgvLxCKXM3apjxI
519,0.894,0.635,-6.929,0.0473,0.193,0.00105,0.0823,0.428,105.013,249143,3,14wf185UxfNbSy8dwt4r4q
520,0.918,0.602,-3.986,0.115,0.401,7.28e-06,0.0805,0.158,96.518,275693,3,42FWqCxAw5aG1FvjyVjIlH
521,0.795,0.845,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,3,6DoL1yYIwEW7VZMRaJhoJI
522,0.776,0.509,-6.266,0.467,0.192,1.49e-06,0.115,0.485,94.634,129371,1,4w47S36wQGBhGg073q3nt7
523,0.721,0.716,-7.037,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,3,6cy3ki60hLwimwIje7tALf
524,0.773,0.57,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038,187125,3,0FDMH2ahuIVzCybwHJK9zh
525,0.635,0.902,-3.559,0.109,0.172,0.0,0.125,0.285,102.062,217822,3,3eqOaTqnyb0GEgv6JInG6W
526,0.594,0.808,-2.409,0.0489,0.415,1.39e-05,0.565,0.919,188.09,194892,0,4VgYtXCVJ7IbWAZ5ryfvEQ
527,0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,3,2qG5sZ7Si6sdK74qLxedYM
528,0.793,0.771,-3.417,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,3,35UUpTmrcFXNIVIN26ujXl
529,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,266087,0,4t9a07PAghtQMRAIP9FQ7Z
530,0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,198938,3,2tTmW7RDtMQtBk7m2rYeSw
531,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,3,6habFhsOp2NvshLv26DqMb
532,0.639,0.791,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,222347,1,25ZAibhr3bdlMCLmubZDVt
533,0.674,0.694,-7.076,0.109,0.313,7.17e-06,0.0752,0.203,101.993,199179,3,3tJ4y2Zqx6gM9xOAuFfsSF
534,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,3,6Vh03bkEfXqekWp7Y1UBRb
535,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,3,6i0V12jOa3mr6uu4WYhUBr
536,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,0,6F5c58TMEs1byxUstkzVeM
537,0.868,0.7,-6.408,0.1,0.0933,0.00685,0.0815,0.458,121.988,194754,3,7b9WVKS9dt9OyRFAbGTP8P
538,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,0,3MjUtNVVq3C8Fn0MP3zhXa
539,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,5Ohxk2dO5COHF1krpoPigN
540,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,193213,1,5mMjkxGijQB4JZallYrkOW
541,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,0tgVpDi06FyKpA1z0VMD4v
542,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,3,76hfruVvmfQbw0eYn1nmeC
543,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,185352,3,6Bjtr3tPdto5nyuLYf61sN
544,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014,262147,0,1ve0SgTZkv3wdggJLqtBYU
545,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,3zHq9ouUJQFQRf3cm1rRLu
546,0.722,0.821,-3.856,0.165,0.073,0.0,0.631,0.721,127.944,210293,0,2OsEJFTfzfjG4oC92cuP2c
547,0.753,0.598,-7.166,0.064,0.247,0.0,0.146,0.666,105.947,154167,3,1I1fJSRS6S8FE4dTkOQezu
548,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120,3,6ce41JVa6KFaryfmC2bu2W
549,0.613,0.857,-5.492,0.0366,0.0012,0.0,0.358,0.664,124.987,182000,0,56ZrTFkANjeAMiS14njg4E
550,0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,3,5st5644IlBmKiiRE73UsoZ
551,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,3,5ka2ajep9OAvU5Sgduhiex
552,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,3,18n3RlT0UNcy2yHImHy8IT
553,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,232720,3,60nZcImufyMA1MKQY3dcCH
554,0.612,0.877,-4.43,0.064,0.000992,0.00563,0.462,0.38,131.068,264520,0,02d1E4NRuh7OEQO4vCb9PD
555,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,3,2K87XMYnUMqLcX3zvtAF4G
556,0.792,0.634,-6.566,0.0348,0.245,7.11e-06,0.136,0.322,99.989,207612,3,6Sjl4KtCBxaJza3BTTXJE6
557,0.691,0.795,-4.021,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,3,2k3MdyqMHmfZubFg3pmtby
558,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,170827,0,0afhq8XCExXpqazXczTSve
559,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,3,4llK75pXNWZz6KAho2Gp16
560,0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,204764,0,2hHLbkatPwOOmrNxTiD41L
561,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015,223053,1,2fTsFCKRFQ5M0igJgabnLA
562,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,230613,3,2Zr5zgU9qEoOPvJbU0GScq
563,0.715,0.97,-2.206,0.0648,0.0644,0.000156,0.205,0.963,79.504,239240,3,3AszgPDZd9q0DpDFt4HFBy
564,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,3,3W3KtDwAIg3mAruSpnfG3Q
565,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,3,20I6sIOMTCkB6w7ryavxtO
566,0.756,0.572,-7.019,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,3,10GJQkjRJcZhGTLagFOC62
567,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,3,13P5rwmk2EsoFRIz9UCeh9
568,0.828,0.818,-5.331,0.0948,0.0017,0.371,0.203,0.431,125.072,169695,3,6yMhdnw1QFll8n3KuFmJ1s
569,0.705,0.872,-3.557,0.126,0.0618,0.0,0.227,0.75,93.628,207040,3,2QsoVMTKj5m5kgztTOep98
570,0.614,0.928,-4.806,0.0516,0.0408,0.00104,0.0845,0.879,172.656,200560,3,4r8lRYnoOGdEi6YyI5OC1o
571,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,1i1fxkWeaMmKEB4T7zqbzK
572,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,3,55h7vJchibLdUkxdlX3fK7
573,0.569,0.918,-2.509,0.0279,0.00241,2.98e-05,0.307,0.541,128.037,171328,0,08bg5QA5OQ31h73avz0pXP
574,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,231827,3,1u8c2t2Cy7UBoG4ArRcF5g
575,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,3,3eR23VReFzcdmS7TYCrhCe
576,0.65,0.967,-4.917,0.0836,0.0287,0.000147,0.386,0.264,128.012,157500,0,3Sm4xtt7il1cfs3X8vN88c
577,0.706,0.728,-3.602,0.0852,0.123,0.0,0.185,0.851,121.017,201600,3,3xSp2wM7K4wrjZivuCRwox
578,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,0.346,86.921,231213,3,5lF0pHbsJ0QqyIrLweHJPW
579,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,0,3528IXKpbb7OMjdjWYlbfD
580,0.707,0.752,-4.401,0.0885,0.269,0.0,0.377,0.724,150.061,199373,0,2VhPOtIQw2UpQmRVevdviU
581,0.545,0.686,-4.081,0.0665,0.00265,0.0,0.477,0.486,127.996,186493,0,5RhxBpoCwX2vLBcSJzYa5j
582,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,3,4rHZZAmHpZrA3iH5zx8frV
583,0.602,0.863,-5.423,0.0773,0.0178,0.0,0.389,0.732,150.183,206373,0,05PNBWOlexyIehkrSmvZSY
584,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,0,2y4lAQpi5VTNLu2ldeTdUH
585,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,213520,3,22VdIZQfgXJea34mQxlt81
586,0.645,0.585,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,3,5jrdCoLpJSvHHorevXBATy
587,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,3,18AJRdgUoO9EYn11N7xzaT
588,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,3,3CRDbSIZ4r5MsZ0YwxuEkn
589,0.836,0.552,-5.66,0.0851,0.0433,0.0,0.0773,0.525,97.036,218173,3,5fHNot2sHBsTUMqaGQlksX
590,0.472,0.908,-3.089,0.0751,0.0218,3.15e-06,0.172,0.221,127.992,165938,4,4mdIgvRkq6F8Cfr0SsBlL0
591,0.766,0.658,-6.721,0.0449,0.136,0.0973,0.113,0.185,122.981,179792,3,3khtCyuzc6LaAaxKVbARlK
592,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,3,38iU2jg98IZZEIJPrP7aWD
593,0.754,0.811,-3.679,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,267960,0,0PSZ9G584Ve27GK6ThlY6P
594,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,214013,0,5InWRmnfgjVwQWoXHNBATu
595,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,0,2YWjW3wwQIBLNhxWKBQd16
596,0.639,0.868,-5.613,0.0833,0.0159,0.255,0.249,0.123,128.096,154687,4,2DbQpyXOWGsKW2R9zSvFq9
597,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,0,7pYfyrMNPn3wtoCyqcTVoI
598,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,3,6sy3LkhNFjJWlaeSMNwQ62
599,0.626,0.799,-6.612,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,0,0iOu4s8w3pE9vbpb1SHXsL
600,0.713,0.718,-3.806,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,3,5G2c6FsfTzgYUzageCmfXY
601,0.919,0.528,-8.926,0.23,0.00979,5.59e-05,0.37,0.855,119.988,161496,1,113CqTH74b2jpFjPPU755D
602,0.609,0.668,-4.515,0.0308,0.287,0.0104,0.0974,0.212,82.975,228434,3,0TRmtiR9q6XnYDzXmoMpGC
603,0.426,0.224,-8.683,0.0391,0.948,0.0,0.112,0.399,85.728,230480,2,5nNTGNbxS30PX6sZpYh9hJ
604,0.575,0.33,-6.557,0.031,0.416,0.0,0.0872,0.277,95.801,217213,3,6QfS2wq5sSC1xAJCQsTSlj
605,0.694,0.602,-7.358,0.0276,0.472,0.0982,0.109,0.329,104.997,164008,3,7jUBj3nZfs0dRqr68b4yxy
606,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161,3,2TIlqbIneP0ZY1O0EzYLlc
607,0.653,0.821,-8.318,0.0431,0.0265,0.00589,0.236,0.14,128.109,159287,3,6kxXgUyPMsP43mbXAMVjWY
