,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
201,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4,0wJoRiX5K5BxlqZTolB2LD
202,0.479,0.944,-5.167,0.115,0.00206,0.0283,0.356,0.572,153.45,163800,0,5LI7PoHEolR8plrf3I16sq
203,0.346,0.768,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4,0NWPxcsf5vdjdiFUI8NgkP
204,0.568,0.898,-8.833,0.0862,0.0285,0.0787,0.484,0.833,110.824,301520,0,0hnlRgTh80b1emNnM0jmwt
205,0.307,0.756,-8.119,0.0493,0.0209,0.758,0.353,0.417,114.843,404267,4,34jAhU99TNRvYwwOEoINl3
206,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,3,1Eolhana7nKHYpcYpdVcT5
207,0.599,0.622,-7.019,0.128,0.222,0.0,0.536,0.907,117.574,223680,0,1DfWmv1eJU1a9tuGpqKGFP
208,0.319,0.858,-9.913,0.0839,0.00381,0.232,0.664,0.471,106.231,280267,0,7blY9jGplyzTiS2qltyfFe
209,0.364,0.865,-7.328,0.114,0.247,0.0209,0.0936,0.554,111.15,265587,3,0xKcrFF5ed7U4EPdG6vE4f
210,0.418,0.741,-12.746,0.0864,0.0204,0.0319,0.261,0.514,132.065,215133,0,7uQcSTXM4q7tGzguGVeLtX
211,0.486,0.963,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,146573,3,1ntxpzIUbSsizvuAy6lTYY
212,0.532,0.829,-5.659,0.058,0.018,8.37e-05,0.229,0.848,133.334,215707,3,2TKtQAy9VKwq3Kh234uE85
213,0.341,0.814,-10.19,0.0827,0.000366,0.807,0.128,0.695,110.716,432760,4,4Bp3SVvfb1dbq9UWuABAPt
214,0.354,0.741,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,3,0uco0wQkB909zpPlHvu5Cc
215,0.517,0.703,-11.767,0.0709,0.0762,3.22e-05,0.141,0.811,121.14,284333,3,2AKcU2vk8MJrmXdRM9jwBU
216,0.357,0.969,-4.99,0.124,0.0134,0.0677,0.141,0.704,149.741,222293,3,3f5JtAsGRIXN8pSAeTi6vA
217,0.46,0.72,-11.263,0.0525,0.242,0.00831,0.528,0.59,123.548,249920,0,11t59LqOhOEG40yqALXZon
218,0.365,0.848,-8.122,0.0624,0.276,1.33e-06,0.0911,0.59,108.549,173707,3,6b2lxeLa8rNPpROH9bVLRo
219,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,230360,3,3XxBSvDZKH5YvZZjTpn6eR
220,0.214,0.91,-6.662,0.389,0.477,0.00833,0.0517,0.448,175.549,313373,1,2AxCeJ6PSsBYiTckM0HLY7
221,0.354,0.707,-10.844,0.0353,0.24,0.586,0.652,0.744,105.965,232507,0,6qKlw6TyxVkaUZrlJYP8xD
222,0.519,0.785,-11.111,0.0512,0.0468,0.00823,0.176,0.67,111.423,206133,3,7emVwhF4OMemAT65nbpuZO
223,0.371,0.695,-7.428,0.0851,0.0131,0.00275,0.301,0.577,146.69,245760,0,64ICrhXuANvFTmJutuZJ1k
224,0.461,0.714,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,168920,0,3qebSLgUwaEqbwCM5sj5Kh
225,0.386,0.536,-14.151,0.0546,0.229,0.0123,0.11,0.31,133.451,265813,4,4m6KlFD4eMiQFzh4IVVFVm
226,0.507,0.847,-5.987,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,0,23MrkN7g6Q5U7GLIxNHN1B
227,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,230360,3,3XxBSvDZKH5YvZZjTpn6eR
228,0.499,0.495,-10.508,0.0501,0.348,0.0286,0.2,0.339,80.086,200733,3,5H6Jp0syB5yEPk7SWYdlmk
229,0.371,0.634,-7.648,0.0277,0.146,0.011,0.104,0.568,84.977,341800,3,4DmBVImaIhE3RyNvbtZTTz
230,0.417,0.0509,-19.939,0.0644,0.966,0.368,0.113,0.289,65.692,259073,2,2qbPX1fQUyknyc7cZw2L8W
231,0.32,0.11,-21.339,0.047,0.926,0.817,0.0995,0.169,61.852,312453,2,7qLzoarYodaUHezJvndAdK
232,0.493,0.347,-15.713,0.0363,0.906,0.941,0.144,0.284,112.818,283999,2,56OCZENfcrmeCpufvWZd0P
233,0.748,0.143,-16.502,0.046,0.979,0.879,0.113,0.428,126.439,177500,2,4q4emoW3IX2eHhY3sVkudj
234,0.388,0.337,-13.437,0.0288,0.252,0.899,0.108,0.209,92.526,298000,2,7eTxWRSvauWm5L3FblGk2h
235,0.665,0.248,-13.717,0.0398,0.935,0.888,0.103,0.561,74.023,259787,2,7sjZIf7J5FQlNQrOQWODai
236,0.407,0.0241,-18.739,0.0347,0.978,0.565,0.101,0.163,110.375,672520,2,6sJUbzyzNOrAt9dr3pkOPk
237,0.502,0.288,-12.457,0.0375,0.707,0.952,0.12,0.274,126.728,323520,2,67gegBlOgrRPHhfLfb3CEj
238,0.543,0.174,-13.936,0.0347,0.947,0.0615,0.123,0.049,110.541,268082,2,0H7udegVzTRxIYzPXoBvkI
239,0.43,0.124,-14.14,0.0344,0.956,0.0561,0.123,0.224,111.024,340760,2,069VcK8RjjzhZK3UT3A8ja
240,0.533,0.178,-20.247,0.0393,0.912,0.894,0.082,0.0987,108.285,303458,2,5P0RMEJOgtGcZIq5wYjYei
241,0.415,0.0428,-22.887,0.0491,0.99,0.887,0.0882,0.0777,73.117,163947,2,5AbvIJTlfp52S6b9WipNBC
242,0.432,0.137,-18.125,0.0311,0.956,0.168,0.0873,0.271,94.819,217800,2,2UqYwWfjMDyCRnJc1Eebnn
243,0.384,0.39,-17.377,0.0275,0.84,0.899,0.102,0.687,105.386,332392,2,1w8AuoB6mjP8MsnHRoDSkW
244,0.414,0.157,-16.115,0.0325,0.915,0.015,0.0588,0.124,64.082,320356,2,48PojLpjonNmPElm0ntohW
245,0.243,0.0652,-21.076,0.0354,0.962,0.497,0.115,0.0419,78.164,223453,2,0mF2uLwZb2puMEiKI3hVYT
246,0.482,0.0767,-24.368,0.0348,0.773,0.0769,0.171,0.0546,115.525,319707,2,58XU0SbMcLJIFzrNXYhlX4
247,0.471,0.283,-15.997,0.0308,0.927,0.671,0.13,0.23,130.373,322362,2,5o7zflAK8LxDYuqpSDmwhM
248,0.356,0.0609,-16.031,0.0359,0.945,0.567,0.111,0.171,96.859,371120,2,2b908yzXY8uzaD4gMDcc8G
249,0.615,0.124,-18.408,0.0428,0.793,0.0796,0.108,0.319,126.548,393000,2,6BnDMyRz4KY8g9SoWlUfjq
250,0.399,0.0369,-24.292,0.0365,0.981,0.894,0.101,0.04,107.384,342000,2,3KGpKf2fo1UM661ptimvoD
251,0.669,0.183,-21.825,0.0433,0.901,0.895,0.126,0.428,85.991,235773,2,5Awwc8XXZPub32TbLWyOPp
252,0.405,0.354,-14.391,0.0354,0.828,0.816,0.104,0.256,142.061,324696,2,0QTq57fazdnHads8lz3G9G
253,0.308,0.165,-20.392,0.0384,0.724,0.889,0.078,0.0409,81.122,223707,2,5ntssQtDHWUdKBYiQDQP5I
254,0.494,0.31,-16.831,0.0574,0.597,0.125,0.0969,0.364,96.438,276040,2,6WaLMmbnmG1T2HWm5hwKOU
255,0.45,0.0944,-26.006,0.0359,0.917,0.866,0.0958,0.511,88.236,333213,2,6YDi1zFfIPb5DxYPLKPF3s
256,0.557,0.173,-16.243,0.0339,0.957,0.929,0.0904,0.207,62.002,347240,2,7q6UmBKNhBLgMt0dg9UKr2
257,0.661,0.155,-20.282,0.0452,0.862,0.867,0.122,0.415,132.597,185613,2,6teUPQnEbgYScxhKjVNcOc
258,0.648,0.264,-16.183,0.0441,0.826,0.836,0.106,0.545,137.367,180464,2,3wM2sEe8qcWoAZWlXB6pj1
259,0.6,0.579,-12.407,0.0359,0.512,0.865,0.107,0.719,114.492,294139,4,1KFhl1VNM6z4bpqAQETzTN
260,0.583,0.0238,-32.244,0.0369,0.994,0.847,0.103,0.426,108.74,131923,2,5RqKo9P4DLA0bVyY70cWkr
261,0.296,0.00896,-31.948,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,2,43bSKCMWHIuBsUVmQcDX1J
262,0.103,0.00526,-29.845,0.0468,0.989,0.839,0.0997,0.0433,82.597,118853,2,6a3LTwG4gwiC62EUNff5AD
263,0.458,0.0259,-27.928,0.0502,0.964,0.828,0.108,0.204,123.716,295547,2,0scC8HqVaRe04wA0EeAZLp
264,0.233,0.00786,-31.624,0.0528,0.958,0.905,0.106,0.0686,132.011,262000,2,171fKTIvL8wDal3N6Uv0Bk
265,0.175,0.0283,-26.8,0.0405,0.986,0.873,0.0721,0.0328,67.495,281667,2,7dZyWWwjruK9YiJiN9mbMC
266,0.114,0.0701,-23.417,0.0445,0.87,0.431,0.0916,0.0371,89.33,331933,2,7pgJTa3eZM4kkT2vsZUmFt
267,0.235,0.0561,-23.311,0.0442,0.95,0.29,0.119,0.0518,107.619,271560,2,6aANvQTjMgtOlCAaHlYcyn
268,0.205,0.0525,-23.841,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,2,419qlOGNXoyICx4jO0hqaj
269,0.357,0.136,-21.212,0.0618,0.921,0.00342,0.264,0.409,88.931,194946,2,7staad9eqX2BbnJBQ8m9tc
270,0.0891,0.0894,-25.653,0.042,0.936,0.748,0.416,0.0728,80.828,284000,2,6t7lMFHSifu9j8NPMNCv9T
271,0.332,0.0525,-24.1,0.0388,0.991,0.891,0.0683,0.097,78.853,158600,2,2k2MprlqkmDMKKOOWGREzW
272,0.476,0.000707,-36.606,0.164,0.864,0.299,0.104,0.27,68.311,647973,2,2Lio4KTzsA8BPLhXmyo4CQ
273,0.219,0.0153,-33.563,0.0346,0.994,0.923,0.0934,0.1,57.439,312757,2,7BpDcPsVqfMgHdVglLK3Kt
274,0.487,0.00409,-38.66,0.0612,0.985,0.894,0.0965,0.16,115.369,242811,2,3iWo5Y9DpJNdFI3lERYgEy
275,0.371,0.131,-23.899,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693,2,4PRnYCH5hoxypKVcOBvx3a
276,0.263,0.388,-11.125,0.04,0.266,0.0874,0.0933,0.152,137.852,231732,4,6xdhAIbohZbctt3rstAsnH
277,0.072,0.0538,-25.076,0.0462,0.974,0.822,0.101,0.0618,68.007,189000,2,1xKqK9hrIRN0rnHbRfmbv5
278,0.258,0.0238,-28.865,0.0428,0.994,0.904,0.106,0.0757,140.596,182647,2,4XPq8MBYuWi4Z5PzmebwYo
279,0.577,0.0227,-23.993,0.0419,0.992,0.895,0.0857,0.179,112.226,146827,2,50mxnK4endZNXF00cyoKh2
280,0.404,0.0409,-32.98,0.0433,0.989,0.908,0.0889,0.264,142.235,259375,2,3hWbgzfP4jE9rd6Tathuig
281,0.398,0.0252,-26.613,0.0624,0.992,0.914,0.108,0.117,74.696,291319,2,7yNdc5jF4CAe2TzFadHPKK
282,0.426,0.0616,-32.623,0.0417,0.996,0.907,0.0945,0.516,134.44,182373,2,6LKYTKdEEgikRjVjKXj3d9
283,0.402,0.0275,-25.462,0.0686,0.963,0.896,0.125,0.365,76.219,73679,2,0fqveSCZR2TqGAtEid72Ua
284,0.309,0.0108,-36.169,0.0478,0.994,0.929,0.0565,0.2,128.544,156467,2,76PT3Wp1xEYDkMFeLj5H8d
285,0.464,0.0216,-25.896,0.0466,0.987,0.863,0.0974,0.235,101.965,212040,2,21Fs9UuXGoESVVESdWTxZ5
286,0.522,0.0308,-26.86,0.0641,0.995,0.915,0.0805,0.313,72.551,284000,2,0ftAOThcYwpSDapJhDOy7o
287,0.392,0.501,-12.513,0.146,0.682,0.909,0.442,0.113,152.481,246760,4,6Olyr6tQ7DKWPJro6nn35C
288,0.184,0.0365,-28.57,0.0451,0.978,0.000201,0.0691,0.0352,92.433,134929,2,4VpLwqzkob5lUeTE9rCqcK
289,0.206,0.0645,-25.162,0.0396,0.985,0.894,0.138,0.0398,79.757,205560,2,3hgRiVuiBWVbpd4kBQD68m
290,0.282,0.0714,-26.705,0.0532,0.957,0.288,0.113,0.108,90.298,173000,2,4aGi0uWDjzW8asTmAlBJrg
291,0.254,0.0681,-25.069,0.0346,0.971,0.92,0.19,0.0916,100.078,182333,2,6qRi4Nuw8lU4pn0kK3LGJA
292,0.382,0.49,-12.627,0.0394,0.816,0.921,0.276,0.241,80.069,290992,2,6VbKfs0qEJBUfICAyon04g
293,0.165,0.0239,-26.612,0.045,0.995,0.922,0.0966,0.0953,66.737,418227,2,16xQMSrDSEWP5Lp8GrHGcu
294,0.39,0.0235,-32.271,0.0474,0.986,0.954,0.0646,0.189,80.233,108053,2,62Boz6NDFyOT3tKkSWis2E
295,0.159,0.175,-19.99,0.047,0.819,0.933,0.107,0.114,181.043,158933,2,3l8h6urWQ8SxZINH323Zc7
296,0.401,0.0127,-23.075,0.0586,0.995,0.906,0.0859,0.0691,130.857,379667,2,16lscXk0JZ078EVRAIN7Bs
297,0.28,0.103,-19.187,0.0391,0.982,0.958,0.0668,0.153,58.445,203926,2,7mX2xUpAPaMVh0zHhGoDkC
298,0.304,0.04,-23.131,0.0428,0.977,0.895,0.108,0.181,139.544,237480,2,6TS1h31F8I9SIBIwIvdKYk
299,0.354,0.00717,-23.13,0.0413,0.987,0.671,0.0959,0.116,80.517,212991,2,5BmNj3cDAyqSFw69VY12WU
300,0.323,0.0186,-28.248,0.0477,0.99,0.934,0.105,0.126,85.228,207640,2,6GLy7czJd5VC2Jf47lpj12
301,0.543,0.0449,-26.709,0.0374,0.932,0.9,0.0986,0.0745,146.132,189364,2,7AEf1Jc3htMKTWmFZOOGtR
302,0.193,0.0656,-19.239,0.0471,0.995,0.829,0.119,0.0359,128.975,402493,2,46tPGzCXCI2oKsemztDA9u
303,0.168,0.00571,-36.245,0.0404,0.995,0.92,0.068,0.0705,78.043,181693,2,4ObQ0m7VUtrgdEwpFeCKua
304,0.172,0.00592,-35.553,0.0454,0.975,0.000263,0.074,0.233,73.816,99244,2,6IUfNz7B3fwyI4FWPJdFWe
305,0.151,0.0857,-25.567,0.0521,0.984,0.0636,0.0899,0.0621,78.785,218107,2,6brnswWmZ8Xdf4MWeskofY
306,0.266,0.00361,-29.735,0.052,0.995,0.925,0.0723,0.0631,94.861,160453,2,29S6PLRccSCyKozzwIik0J
307,0.156,0.0645,-24.416,0.0516,0.993,0.9,0.0757,0.0363,89.281,109493,2,14DLTNK9HrUbwJM0H9FGxI
308,0.195,0.0429,-17.829,0.0381,0.879,0.00057,0.0787,0.0394,75.159,250800,2,7f6yQYQ600Klj3v56omFJR
309,0.213,0.0868,-27.444,0.0413,0.952,0.907,0.111,0.44,138.349,163733,2,6sLr7HzQe2xQVhBmhrT3vU
310,0.246,0.0735,-24.199,0.0675,0.994,0.894,0.0775,0.0378,66.541,161520,2,7auzpFwCwJhgwkQ8jQdtWb
311,0.152,0.0274,-29.234,0.0478,0.979,0.895,0.107,0.0398,88.171,300232,2,3mk0kPavvau5tz8b174cdl
312,0.37,0.0076,-33.663,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,2,3NbAsIxDL0fVgNuCLD152P
313,0.106,0.132,-15.584,0.0531,0.894,0.632,0.127,0.0398,66.638,328894,2,0RpkVigRs7isnjAaK6WOdQ
314,0.406,0.00921,-31.822,0.087,0.984,0.906,0.0953,0.303,80.507,215800,2,2Imxyb3LiuXsDFo7Gq5YDs
315,0.209,0.0193,-31.754,0.0413,0.952,0.0125,0.296,0.0603,100.426,192373,2,2oBEw0ppansoY565M3QSjZ
316,0.197,0.00138,-43.657,0.0505,0.992,0.86,0.0508,0.228,72.243,220827,2,7wimV3Cs7awovZner8YvD5
317,0.239,0.0142,-29.65,0.0438,0.995,0.894,0.0659,0.306,172.559,243373,2,2Tz7fLm0pWasWCCfJiHPlJ
318,0.288,0.0386,-26.513,0.0374,0.976,0.937,0.103,0.133,132.239,142480,2,5liyqr2PFQKbYPKRAjedvq
319,0.321,0.0272,-25.066,0.037,0.993,0.919,0.0947,0.0632,74.69,221732,2,4h4py9AzEuUGBTJZO4ifnm
320,0.235,0.183,-15.257,0.0438,0.918,0.229,0.0985,0.0458,97.898,193320,2,0enxWAXiYB6JEVqzIRgDba
321,0.505,0.433,-13.923,0.0343,0.875,0.907,0.111,0.145,133.999,155805,2,3bagw7W1Q4nsecXdDV5CAx
322,0.174,0.143,-15.095,0.0495,0.92,0.857,0.119,0.0456,75.639,252920,2,5TglMMqjxSaHE9j4iIoJZt
323,0.245,0.077,-25.633,0.0305,0.957,0.843,0.121,0.0677,73.999,321820,2,2tJBG2m6K5jUKxzyTZm9Z7
324,0.102,0.0419,-24.896,0.0485,0.977,0.834,0.0866,0.0406,170.8,261720,2,7oenWdkfvoEySYVc0rH6Cq
325,0.246,0.144,-23.904,0.0456,0.994,0.902,0.0908,0.0558,66.196,36453,2,2mTYDD0oiG5L4BEvMPZsOO
326,0.199,0.0677,-20.879,0.039,0.786,0.738,0.225,0.145,78.866,307827,2,2LiWNkeUOAeibGxJKxmjsD
327,0.249,0.225,-16.879,0.0343,0.901,0.89,0.0987,0.158,77.956,279930,2,5D6GPHLuelrjivumi4YWwt
328,0.183,0.0157,-25.289,0.0374,0.993,0.962,0.0839,0.0373,73.068,149200,2,5J43zdQTc8ekUdknGU6c5M
329,0.151,0.0472,-25.197,0.0452,0.924,0.818,0.0716,0.0471,139.44,156333,2,1xxtp0zJZNTyMeE7vzKBOW
330,0.294,0.00785,-29.64,0.0667,0.994,0.956,0.0929,0.173,70.958,158520,2,1PINN6x0Riouab3wPSglpp
331,0.484,0.0193,-25.031,0.0477,0.993,0.936,0.0706,0.0732,70.447,223653,2,4kRZaiCbkpJWo6yxjuUrAF
332,0.2,0.0783,-24.392,0.0596,0.933,0.165,0.111,0.0406,97.801,372840,2,6Teem6p2CvvB9HDr2MUBq4
333,0.0979,0.0801,-19.643,0.0458,0.941,0.431,0.115,0.0608,75.314,192420,2,7nGA1sRfLDWXYb3VPstnZf
334,0.285,0.00453,-29.871,0.0459,0.995,0.845,0.109,0.0587,70.075,230181,2,7msmTNDbP3QWWuevPxcm48
335,0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520,2,5Pl2CXDkaP6WEnJ0bpKGOm
336,0.219,0.154,-18.17,0.0389,0.841,0.855,0.164,0.108,123.625,616187,2,3Hcn3NlLeDU4uQf0qJaaMt
337,0.223,0.227,-17.695,0.0343,0.871,0.891,0.063,0.127,103.618,469053,2,0XSRBlP49MgzBCYtGK2NYE
338,0.177,0.127,-19.167,0.0394,0.903,0.901,0.114,0.0612,149.698,485667,2,6HknRM996YMa7VSBFYlnPJ
339,0.366,0.0433,-30.56,0.0416,0.99,0.903,0.085,0.356,88.452,204007,2,7FTzC8srNaQ0fTNOCyPeib
340,0.0989,0.0176,-30.951,0.042,0.978,0.651,0.0763,0.0351,89.327,272440,2,3gEyQ5y2NvIaqfTG4VU98n
341,0.099,0.0567,-20.712,0.0398,0.96,0.81,0.104,0.0456,82.744,170400,2,3Ii2KG3YLrC0KNbuJKAFj2
342,0.152,0.0104,-29.801,0.0348,0.981,0.00198,0.12,0.0345,103.39,332720,2,7lCXrO0Axkl0l0TjCOkFLN
343,0.183,0.0465,-22.96,0.0462,0.671,0.795,0.0994,0.151,88.055,250333,2,5jhPy1TXr41vrh6NsUSdCc
344,0.119,0.031,-31.179,0.0483,0.964,0.165,0.111,0.0388,88.858,156573,2,123zFAGx0F5ScgrLrCWGDX
345,0.23,0.2,-18.457,0.0404,0.931,0.934,0.0855,0.185,103.923,204373,2,18ZnvEB9bxLnvSogWRek79
346,0.125,0.0734,-21.889,0.0351,0.553,0.875,0.176,0.0347,96.982,710000,2,7BmRd83zm8CHffrAPe2ZR7
347,0.134,0.177,-16.486,0.0429,0.547,0.356,0.108,0.0639,86.181,176547,2,3POuw6qjxYxsySeGC3my1c
348,0.201,0.0113,-37.468,0.0447,0.971,0.000853,0.0678,0.0387,128.673,201000,2,3U34uG4BRoMb0lrlrOhtxC
349,0.176,0.132,-16.932,0.0408,0.953,0.586,0.0886,0.0835,74.287,119627,2,7x5ULIYm82gnWvhYCXfzyj
350,0.0986,0.0949,-21.002,0.0441,0.993,0.353,0.0847,0.0363,174.628,232667,2,1aJcDNDrKduMegTZzOemVd
351,0.625,0.351,-15.884,0.0423,0.878,0.938,0.0569,0.794,116.961,191493,2,1bTXAKwE2Hztv13xTAhMQB
352,0.428,0.237,-13.764,0.0351,0.987,0.896,0.0849,0.357,79.904,460027,2,64ta7ZvTJeThz7Ns4LmAHS
353,0.39,0.0462,-24.885,0.0429,0.976,0.624,0.0893,0.305,79.268,307893,2,2z7iDr3N4NbW4VmwpQWbTS
354,0.262,0.107,-17.973,0.0448,0.959,0.463,0.195,0.136,76.65,147040,2,2Cc5z5swQrDqZiyCkZ0TnF
355,0.354,0.208,-17.761,0.0388,0.948,0.918,0.0802,0.327,148.049,431787,2,1SHixA41Vy0TTlJJSX9Gbo
356,0.235,0.166,-19.632,0.0347,0.992,0.87,0.101,0.0356,101.182,295560,2,5bi8ryL6gy6a1BRXOf43y9
357,0.443,0.177,-17.215,0.0361,0.842,0.762,0.0998,0.367,74.39,381452,2,2842sfEeH0y3YinrowwkX0
358,0.38,0.254,-24.967,0.0365,0.992,0.926,0.117,0.805,101.1,206427,2,0nrCOJpS3gpwLvoANVZEeJ
359,0.164,0.0185,-30.778,0.0412,0.988,0.888,0.0801,0.078,86.65,157067,2,5a0nC0tGDJBpGMZu3PeekY
360,0.5,0.0123,-30.17,0.0712,0.995,0.954,0.0748,0.313,130.128,186840,2,18QVbIw5S0MJHGWF2qLX75
361,0.0704,0.0657,-19.466,0.0387,0.948,0.874,0.108,0.0361,61.017,1150160,2,36ArELybUeOgq9TCjrMsIb
362,0.0667,0.047,-25.426,0.0425,0.928,0.9,0.0652,0.0281,75.446,596000,2,5NQ41wfi4Pykv4eDTlAoIs
363,0.354,0.0179,-24.846,0.0385,0.982,0.906,0.0831,0.0381,61.202,334053,2,1EGFCxKCQ3isMnlPzEW8G1
364,0.59,0.00399,-36.497,0.242,0.996,0.946,0.0683,0.182,74.381,219760,2,7kTVe6XhIveidvkt8nb7jK
365,0.441,0.319,-13.99,0.0392,0.829,0.0,0.0765,0.671,99.419,453507,2,3nxaPqAOxUxkLhIhbvmv4t
366,0.11,0.128,-21.281,0.0458,0.979,0.871,0.368,0.0398,81.059,649200,2,0iEIVX3DPGPX3ESUEXNsQv
367,0.102,0.0259,-30.196,0.0444,0.964,0.864,0.0972,0.0319,90.128,644333,2,02dVj5B3vXOjylEFYCCsYQ
368,0.106,0.227,-15.286,0.0462,0.877,0.738,0.112,0.0391,59.94,530280,2,1t4F79zRBJTwZAzmbO1LI0
369,0.233,0.0637,-22.57,0.0373,0.918,0.947,0.118,0.268,135.338,180000,2,2f0RHvSl1vVGsnT9oxOHsS
370,0.375,0.121,-23.44,0.0406,0.984,0.871,0.0984,0.453,147.398,424307,2,0Gh45IbIKOG9IucFfrZqLT
371,0.444,0.116,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,145613,2,06am46cX3Z6YlSsg0TyVHA
372,0.159,0.0401,-27.516,0.0446,0.984,0.76,0.156,0.106,106.239,462627,2,67TCAXIe154ZGDNaWceqxC
373,0.548,0.208,-21.278,0.0421,0.764,0.22,0.0929,0.79,144.352,230507,2,4ZP3UMVksKg07IeeAjHkEy
374,0.0874,0.0474,-23.13,0.0532,0.924,0.768,0.149,0.0331,72.393,236827,2,7wvy3ROg2vEJyWgjDvMD8m
375,0.37,0.248,-10.47,0.0371,0.965,2.12e-05,0.0911,0.384,133.33,141600,2,5cR6xfzyicyDyAr52zB48k
376,0.191,0.0946,-25.59,0.037,0.99,0.933,0.101,0.348,111.21,100347,2,1Q9JMojxHHF6JbEJAKJLgj
377,0.129,0.00212,-43.738,0.0417,0.866,0.662,0.082,0.039,99.253,208067,2,1CDEWKmyRTPWWa7uIKVSU4
378,0.123,0.225,-16.798,0.0351,0.73,0.509,0.0658,0.055,78.132,192453,2,0mTUTkFQ2MxmUHFL8EdfeR
379,0.194,0.101,-21.772,0.048,0.931,0.714,0.221,0.074,91.74,266733,2,5UUNrbwbYIkNshq22NNKrX
380,0.24,0.0834,-29.545,0.0499,0.978,0.944,0.0804,0.188,169.621,159320,2,4VVEfBXep7FdOt524jkfLF
381,0.405,0.318,-17.14,0.0565,0.938,0.723,0.284,0.342,151.434,424653,2,7hOLwSaTSkrqxSMzj4bXI1
382,0.291,0.0981,-23.156,0.0398,0.95,0.865,0.275,0.194,138.168,249640,2,76i4IBw3KsuDw783tvHB0e
383,0.0992,0.226,-14.84,0.0339,0.937,0.903,0.183,0.0605,79.518,256493,2,53ann6bENp7BF8uklrzQAp
384,0.339,0.0937,-20.267,0.0394,0.931,0.293,0.252,0.458,123.048,167640,2,0qFZYO72iBOhW7X6KbL44Q
385,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600,3,2ihCaVdNZmnHZWt0fvAM7B
386,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,3,7zwn1eykZtZ5LODrf7c0tS
387,0.345,0.941,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4,7EkWXAI1wn8Ii883ecd9xr
388,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304,203507,3,7BHPGtpuuWWsvE7cCaMuEU
389,0.549,0.754,-4.011,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,189693,3,4JHg4nNYUJQ5HULcCmI18R
390,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,3,20I8RduZC2PWMWTDCZuuAN
391,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,3,2DrGEaqoruCSn0FffWCf5O
392,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4,57Xjny5yNzAcsxnusKmAfA
393,0.489,0.769,-3.524,0.038,0.00135,0.56,0.0727,0.637,128.985,215827,4,4absiGHMelB8eH976ytjBj
394,0.368,0.936,-3.207,0.0623,0.0146,0.00192,0.0923,0.568,164.427,203733,4,2EtZFeLn9msgg4qJzT9Vql
395,0.401,0.933,-5.682,0.0344,0.00744,0.627,0.318,0.734,127.193,310893,0,0xOeB16JDbBJBJKSdHbElT
396,0.531,0.711,-4.933,0.0398,0.000204,0.00291,0.108,0.279,155.068,256307,4,5ykbOijJEfRhuo2Td1m0Qd
397,0.542,0.531,-7.481,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,0,56NkIxSZZiMpFP5ZNSxtnT
398,0.416,0.827,-5.177,0.0384,0.00428,0.000242,0.277,0.87,169.902,236712,0,47TQjzeG4KI0XWWb0wkbri
399,0.634,0.599,-5.447,0.0365,0.0288,0.0,0.197,0.312,112.215,175440,3,2fyIS6GXMgUcSv4oejx63f
400,0.331,0.961,-4.627,0.0663,0.000146,0.0,0.322,0.882,168.355,161720,0,6gGSSrKMiV2yec1DrqGhhy
401,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4,5G1sTBGbZT5o4PNRc75RKI
402,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,0,4iG2gAwKXsOcijVaVXzRPW
403,0.459,0.883,-4.1,0.0476,0.000491,0.0267,0.118,0.338,147.943,237533,4,1rcu88dzWE5GyqtpuWvd0C
404,0.324,0.772,-6.95,0.0371,0.000609,0.173,0.12,0.291,135.737,343627,4,51xBgzcyzojRpqFW2ICQAB
